,supplier_id,sales_growth,profit_margin,normalised_ebita_margin,net_profit_margin,net_worth,working_capital,receivable_day,inventory_days,payable_days,cash_equivalents,current_liabilities,total_debts,net_income,cashflow_stability,is_client_on_CRB,statements_status,economic_sensitivity,capital_intensity,utilization_capacity,market_growth,is_litigation_issues,how_regulated,is_there_competition,how_competitive,how_mature,is_industry_performing,is_industry_risky,are_there_structures,is_business_technical,how_technical,how_managed,is_it_one_man_show,is_there_controls,has_experience,times_supplied_before,st_debt,total_liabilities,current_ratio,interest_expense,equity,total_current_assets,stability,how_diverse,product_substitution,scoring_time
238,239,0.67,0.51,0.9,0.0083,0.11,57136405,21,6,46,53,11,82,12,74,94,90,outstanding,weak,high,weak,True,weak,False,weak,outstanding,True,True,False,False,Weekly,Monthly,True,True,False,Weekly,11,0.11,1.84,11.5,11,1.1,problematic,weak,outstanding,2022-07-22 10:51:29.985550
239,240,0.07,0.86,0.09,0.0021,0.2,17466444,35,41,13,92,20,37,28,94,84,9,medium,outstanding,high,outstanding,True,outstanding,True,problematic,medium,True,True,False,False,Yearly,Seldom,True,True,False,Yearly,20,0.2,0.52,3.25,20,2.0,high,problematic,medium,2022-07-22 10:51:29.985550
240,241,0.83,0.5,0.11,0.0063,0.72,41003668,93,77,18,15,72,24,69,75,46,7,outstanding,weak,medium,weak,True,weak,True,problematic,high,False,False,True,False,Monthly,Never,False,False,False,Never,72,0.72,0.72,4.5,72,7.2,problematic,problematic,high,2022-07-22 10:51:29.985550
241,242,0.01,0.38,0.9,0.0021,0.34,46065090,81,89,30,65,34,97,19,88,30,53,medium,medium,problematic,medium,False,medium,True,outstanding,outstanding,False,True,False,True,Monthly,Yearly,True,True,False,Daily,34,0.34,1.2,7.5,34,3.4,problematic,outstanding,outstanding,2022-07-22 10:51:29.985550
242,243,0.4,0.06,0.44,0.0063,0.51,39583077,31,35,7,93,51,37,30,80,21,38,outstanding,problematic,high,problematic,True,problematic,False,problematic,problematic,False,False,False,True,Monthly,Once,False,False,True,Daily,51,0.51,0.28,1.75,51,5.1,problematic,problematic,problematic,2022-07-22 10:51:29.985550
243,244,0.97,0.94,0.35,0.0042,0.95,44176310,4,51,78,38,95,69,31,64,29,1,outstanding,high,outstanding,high,True,high,True,outstanding,problematic,False,False,False,True,Once,Weekly,True,True,False,Often,95,0.95,3.12,19.5,95,9.5,problematic,outstanding,problematic,2022-07-22 10:51:29.985550
244,245,0.7,0.71,0.32,0.0015,0.36,62993391,89,36,99,65,36,33,46,36,76,19,outstanding,medium,weak,medium,True,medium,False,high,problematic,False,True,False,False,Daily,Often,False,False,False,Once,36,0.36,3.96,24.75,36,3.6,problematic,high,problematic,2022-07-22 10:51:29.985550
245,246,0.43,0.23,0.4,0.0058,0.86,38637465,30,47,8,15,86,9,83,57,51,24,medium,high,high,high,True,high,True,weak,problematic,True,True,False,True,Daily,Never,True,False,True,Never,86,0.86,0.32,2.0,86,8.6,problematic,weak,problematic,2022-07-22 10:51:29.985550
246,247,0.33,0.27,0.91,0.0021,0.23,46993676,49,28,29,33,23,20,33,22,62,87,weak,medium,medium,medium,False,medium,True,problematic,problematic,False,False,False,True,Yearly,Daily,False,True,False,Yearly,23,0.23,1.16,7.25,23,2.3,high,problematic,problematic,2022-07-22 10:51:29.985550
247,248,1.0,0.39,0.47,0.0004,0.92,17774387,33,75,43,41,92,1,81,49,57,98,medium,outstanding,medium,outstanding,False,outstanding,False,medium,high,True,False,True,True,Never,Seldom,True,True,True,Often,92,0.92,1.72,10.75,92,9.2,problematic,medium,high,2022-07-22 10:51:29.985550
248,249,0.46,0.46,0.73,0.0042,0.8,25754736,59,1,11,88,80,57,69,11,5,89,problematic,problematic,outstanding,problematic,True,problematic,True,problematic,problematic,True,False,True,True,Monthly,Never,True,False,False,Weekly,80,0.8,0.44,2.75,80,8.0,problematic,problematic,problematic,2022-07-22 10:51:29.985550
249,250,0.57,0.22,0.37,0.0034999999999999,0.97,67991415,69,29,80,84,97,13,67,7,48,85,problematic,weak,outstanding,weak,False,weak,False,problematic,weak,True,False,False,False,Monthly,Seldom,True,False,False,Yearly,97,0.97,3.2,20.0,97,9.7,high,problematic,weak,2022-07-22 10:51:29.985550
250,251,0.04,0.39,0.02,0.0052,0.57,32751689,25,30,88,58,57,72,93,72,28,22,weak,high,high,high,False,high,True,problematic,problematic,True,False,False,True,Never,Weekly,True,False,True,Yearly,57,0.57,3.52,22.0,57,5.7,high,problematic,problematic,2022-07-22 10:51:29.985550
251,252,0.81,0.92,0.58,0.0002,0.83,36033163,35,9,40,3,83,10,78,54,78,2,weak,outstanding,high,outstanding,True,outstanding,True,high,high,False,True,False,True,Often,Yearly,True,False,False,Often,83,0.83,1.6,10.0,83,8.3,problematic,high,high,2022-07-22 10:51:29.985550
252,253,0.06,0.57,0.71,0.0084,0.8,26625407,45,13,83,84,80,28,80,28,38,99,weak,high,medium,high,True,high,False,medium,problematic,False,False,False,False,Yearly,Daily,False,False,False,Weekly,80,0.8,3.32,20.75,80,8.0,problematic,medium,problematic,2022-07-22 10:51:29.985550
253,254,0.04,0.17,0.69,0.0069,0.07,13703959,55,88,31,13,7,48,15,15,36,62,high,medium,weak,medium,True,medium,True,weak,problematic,True,False,False,False,Daily,Yearly,True,False,False,Weekly,7,0.07,1.24,7.75,7,0.7,problematic,weak,problematic,2022-07-22 10:51:29.985550
254,255,0.59,0.91,0.33,0.004,0.35,57656377,18,28,2,31,35,99,19,24,91,76,problematic,outstanding,problematic,outstanding,True,outstanding,False,weak,problematic,True,False,False,True,Daily,Weekly,True,False,True,Once,35,0.35,0.08,0.5,35,3.5,problematic,weak,problematic,2022-07-22 10:51:29.985550
255,256,0.93,0.38,0.53,0.002,0.8,50459999,52,10,67,32,80,23,12,28,1,17,weak,outstanding,outstanding,outstanding,True,outstanding,False,high,problematic,True,True,False,False,Monthly,Yearly,False,False,False,Never,80,0.8,2.68,16.75,80,8.0,problematic,high,problematic,2022-07-22 10:51:29.985550
256,257,0.95,0.99,0.08,0.0019,0.12,99737077,80,31,61,56,12,64,36,66,12,25,outstanding,weak,problematic,weak,False,weak,True,problematic,problematic,True,False,False,True,Weekly,Yearly,False,True,False,Often,12,0.12,2.44,15.25,12,1.2,problematic,problematic,problematic,2022-07-22 10:51:29.985550
257,258,0.82,0.12,0.22,0.0098999999999999,0.02,87382368,38,61,73,37,2,31,86,77,94,63,high,weak,problematic,weak,False,weak,False,problematic,outstanding,False,True,True,True,Often,Weekly,True,True,True,Weekly,2,0.02,2.92,18.25,2,0.2,problematic,problematic,outstanding,2022-07-22 10:51:29.985550
258,259,0.96,0.6,0.02,0.0013,0.58,62017904,28,70,78,5,58,45,71,80,100,31,problematic,high,medium,high,True,high,False,problematic,problematic,False,True,True,False,Daily,Yearly,True,False,False,Once,58,0.58,3.12,19.5,58,5.8,problematic,problematic,problematic,2022-07-22 10:51:29.985550
259,260,0.8,0.79,0.53,0.0081,0.51,58289449,17,64,26,1,51,73,24,11,44,81,medium,high,medium,high,True,high,True,problematic,weak,False,True,True,True,Weekly,Often,True,False,False,Once,51,0.51,1.04,6.5,51,5.1,problematic,problematic,weak,2022-07-22 10:51:29.985550
260,261,0.84,0.91,0.14,0.0008,0.2,77872415,7,5,55,100,20,45,74,55,99,75,medium,high,medium,high,True,high,True,high,problematic,False,True,False,False,Often,Yearly,False,False,True,Seldom,20,0.2,2.2,13.75,20,2.0,weak,high,problematic,2022-07-22 10:51:29.985550
261,262,0.26,0.2,0.26,0.0092,0.09,74874571,9,77,43,66,9,38,23,8,44,6,problematic,outstanding,problematic,outstanding,False,outstanding,False,problematic,problematic,True,False,True,False,Yearly,Often,False,False,False,Often,9,0.09,1.72,10.75,9,0.9,problematic,problematic,problematic,2022-07-22 10:51:29.985550
262,263,0.15,0.67,0.61,0.0028,0.21,56511325,43,64,7,88,21,34,73,5,87,45,high,weak,outstanding,weak,True,weak,False,high,outstanding,True,False,False,False,Weekly,Once,True,True,False,Often,21,0.21,0.28,1.75,21,2.1,problematic,high,outstanding,2022-07-22 10:51:29.985550
263,264,0.34,0.35,0.12,0.0058,0.78,68588061,3,25,49,81,78,17,76,56,7,69,medium,problematic,weak,problematic,True,problematic,False,weak,problematic,True,True,False,False,Daily,Daily,False,False,False,Often,78,0.78,1.96,12.25,78,7.8,problematic,weak,problematic,2022-07-22 10:51:29.985550
264,265,0.34,0.13,0.2,0.0049,0.12,48463295,74,71,84,7,12,53,3,83,66,9,medium,medium,problematic,medium,True,medium,True,high,outstanding,True,False,False,True,Seldom,Weekly,True,False,False,Never,12,0.12,3.36,21.0,12,1.2,problematic,high,outstanding,2022-07-22 10:51:29.985550
265,266,0.7,0.88,0.29,0.0037,0.69,79798189,54,91,26,45,69,46,23,92,96,53,weak,weak,high,weak,True,weak,True,outstanding,medium,False,True,True,False,Once,Often,False,False,False,Never,69,0.69,1.04,6.5,69,6.9,problematic,outstanding,medium,2022-07-22 10:51:29.985550
266,267,0.22,0.09,1.0,0.0040999999999999,0.89,65545329,7,78,41,76,89,40,26,23,93,34,problematic,problematic,high,problematic,False,problematic,False,problematic,outstanding,True,False,False,True,Seldom,Yearly,False,False,False,Often,89,0.89,1.64,10.25,89,8.9,problematic,problematic,outstanding,2022-07-22 10:51:29.985550
267,268,0.85,0.1,0.63,0.0026,0.8,73440914,5,85,93,53,80,1,13,49,31,64,weak,weak,medium,weak,False,weak,False,high,medium,False,True,False,False,Daily,Yearly,False,True,False,Yearly,80,0.8,3.72,23.25,80,8.0,high,high,medium,2022-07-22 10:51:29.985550
268,269,0.88,0.34,0.61,0.0037,0.51,14991546,79,97,72,42,51,63,27,42,79,31,weak,outstanding,weak,outstanding,True,outstanding,True,weak,problematic,False,False,False,True,Seldom,Monthly,True,True,False,Yearly,51,0.51,2.88,18.0,51,5.1,high,weak,problematic,2022-07-22 10:51:29.985550
269,270,0.18,0.86,0.59,0.0007,0.47,56746868,66,51,65,29,47,4,76,89,84,14,medium,high,weak,high,False,high,True,problematic,problematic,False,False,False,False,Monthly,Weekly,True,False,True,Often,47,0.47,2.6,16.25,47,4.7,problematic,problematic,problematic,2022-07-22 10:51:29.985550
270,271,0.06,0.28,0.25,0.0064,0.66,70527981,4,100,22,48,66,30,14,86,17,100,problematic,weak,weak,weak,False,weak,True,problematic,problematic,False,False,True,False,Seldom,Yearly,True,False,True,Often,66,0.66,0.88,5.5,66,6.6,problematic,problematic,problematic,2022-07-22 10:51:29.985550
271,272,0.01,0.68,0.76,0.0027,0.74,38580453,75,17,47,43,74,77,49,48,21,91,high,outstanding,outstanding,outstanding,True,outstanding,True,problematic,high,True,False,False,False,Often,Never,False,True,False,Often,74,0.74,1.88,11.75,74,7.4,problematic,problematic,high,2022-07-22 10:51:29.985550
272,273,0.41,0.42,0.79,0.0077,0.89,78281500,6,67,3,44,89,95,89,39,6,21,outstanding,medium,problematic,medium,True,medium,False,outstanding,problematic,True,True,False,True,Monthly,Yearly,True,False,False,Weekly,89,0.89,0.12,0.75,89,8.9,problematic,outstanding,problematic,2022-07-22 10:51:29.985550
273,274,0.06,0.57,0.75,0.0060999999999999,0.86,3014268,59,36,89,44,86,28,99,61,44,76,high,high,high,high,True,high,False,problematic,problematic,True,True,False,False,Seldom,Monthly,True,False,True,Often,86,0.86,3.56,22.25,86,8.6,problematic,problematic,problematic,2022-07-22 10:51:29.985550
274,275,0.97,0.22,0.9,0.0046,0.73,12712971,39,14,50,9,73,25,8,36,35,20,medium,weak,weak,weak,False,weak,False,high,problematic,True,True,False,False,Monthly,Weekly,False,True,True,Seldom,73,0.73,2.0,12.5,73,7.3,weak,high,problematic,2022-07-22 10:51:29.985550
275,276,0.63,0.79,0.47,0.0019,0.26,73116442,93,47,52,67,26,48,9,51,9,27,problematic,high,medium,high,True,high,True,problematic,high,True,False,False,False,Seldom,Weekly,True,False,False,Once,26,0.26,2.08,13.0,26,2.6,problematic,problematic,high,2022-07-22 10:51:29.985550
276,277,0.21,0.23,0.68,0.009,0.1,23718162,99,68,26,70,10,50,36,25,98,34,high,high,medium,high,True,high,False,weak,problematic,True,True,True,True,Daily,Seldom,False,False,False,Monthly,10,0.1,1.04,6.5,10,1.0,outstanding,weak,problematic,2022-07-22 10:51:29.985550
277,278,0.05,0.05,0.46,0.0079,0.69,81072234,92,88,93,83,69,86,7,73,52,41,weak,high,medium,high,False,high,False,outstanding,problematic,True,True,True,True,Yearly,Yearly,True,False,False,Once,69,0.69,3.72,23.25,69,6.9,problematic,outstanding,problematic,2022-07-22 10:51:29.985550
278,279,0.58,0.65,0.95,0.0034999999999999,0.39,76351365,72,87,56,24,39,48,46,28,82,75,medium,high,problematic,high,False,high,False,high,medium,False,False,False,False,Daily,Often,False,True,True,Weekly,39,0.39,2.24,14.0,39,3.9,problematic,high,medium,2022-07-22 10:51:29.985550
279,280,0.99,0.13,0.05,0.0077,0.17,23406086,17,88,63,48,17,72,38,86,99,31,medium,problematic,medium,problematic,True,problematic,False,problematic,problematic,True,True,True,False,Once,Yearly,False,True,False,Once,17,0.17,2.52,15.75,17,1.7,problematic,problematic,problematic,2022-07-22 10:51:29.985550
280,281,0.14,0.11,0.9,0.0081999999999999,0.82,8893466,19,83,46,70,82,81,71,70,53,71,problematic,high,weak,high,False,high,False,weak,medium,False,False,False,True,Seldom,Once,True,False,True,Monthly,82,0.82,1.84,11.5,82,8.2,outstanding,weak,medium,2022-07-22 10:51:29.985550
281,282,0.38,0.49,0.5,0.0091,0.58,71680196,82,79,31,47,58,83,15,29,97,43,medium,weak,problematic,weak,False,weak,True,outstanding,problematic,True,True,False,False,Daily,Monthly,False,False,True,Often,58,0.58,1.24,7.75,58,5.8,problematic,outstanding,problematic,2022-07-22 10:51:29.985550
282,283,0.74,0.7,0.09,0.0088,0.35,98907918,56,20,91,69,35,64,56,12,82,69,medium,high,medium,high,False,high,True,high,high,False,True,True,False,Often,Monthly,False,False,False,Monthly,35,0.35,3.64,22.75,35,3.5,outstanding,high,high,2022-07-22 10:51:29.985550
283,284,0.62,0.4,0.62,0.0085,0.59,5821477,64,49,56,50,59,21,27,3,29,34,medium,medium,high,medium,True,medium,False,problematic,weak,True,False,False,True,Yearly,Weekly,True,False,False,Monthly,59,0.59,2.24,14.0,59,5.9,outstanding,problematic,weak,2022-07-22 10:51:29.985550
284,285,0.83,0.73,0.49,0.0019,0.85,72046125,58,37,100,9,85,29,63,31,65,82,high,weak,medium,weak,True,weak,True,problematic,outstanding,False,False,True,False,Weekly,Seldom,False,False,True,Once,85,0.85,4.0,25.0,85,8.5,problematic,problematic,outstanding,2022-07-22 10:51:29.985550
285,286,0.79,0.83,0.91,0.0078,0.03,93570013,41,67,90,25,3,16,45,74,50,51,high,medium,high,medium,False,medium,True,high,problematic,False,True,False,False,Weekly,Daily,False,True,False,Weekly,3,0.03,3.6,22.5,3,0.3,problematic,high,problematic,2022-07-22 10:51:29.985550
286,287,0.79,0.03,0.13,0.0093999999999999,0.03,66640712,38,100,100,8,3,13,76,95,92,96,weak,weak,high,weak,False,weak,False,high,outstanding,True,False,False,False,Daily,Often,True,False,False,Once,3,0.03,4.0,25.0,3,0.3,problematic,high,outstanding,2022-07-22 10:51:29.985550
287,288,0.37,0.95,0.88,0.0066,0.22,87804431,5,89,85,63,22,92,18,56,33,54,problematic,weak,outstanding,weak,True,weak,True,problematic,medium,True,True,True,False,Often,Often,True,False,True,Monthly,22,0.22,3.4,21.25,22,2.2,outstanding,problematic,medium,2022-07-22 10:51:29.985550
288,289,0.47,0.73,0.26,0.0046,0.82,7386774,63,23,30,62,82,21,76,13,60,33,outstanding,weak,outstanding,weak,False,weak,True,problematic,outstanding,False,True,False,True,Never,Never,True,False,True,Once,82,0.82,1.2,7.5,82,8.2,problematic,problematic,outstanding,2022-07-22 10:51:29.985550
289,290,0.14,0.72,0.92,0.0011,0.14,13760296,51,81,15,24,14,78,69,63,81,76,high,outstanding,problematic,outstanding,True,outstanding,False,problematic,medium,False,True,False,False,Once,Weekly,True,False,False,Yearly,14,0.14,0.6,3.75,14,1.4,high,problematic,medium,2022-07-22 10:51:29.985550
290,291,0.77,0.53,0.72,0.0056,0.11,167090,88,95,11,31,11,84,96,72,42,51,medium,weak,problematic,weak,True,weak,False,problematic,weak,False,False,False,True,Daily,Monthly,True,False,True,Never,11,0.11,0.44,2.75,11,1.1,problematic,problematic,weak,2022-07-22 10:51:29.985550
291,292,0.59,0.09,0.89,0.0004,0.92,83996920,35,59,39,9,92,2,55,82,64,16,medium,medium,problematic,medium,True,medium,False,problematic,problematic,False,False,True,False,Often,Monthly,False,False,False,Monthly,92,0.92,1.56,9.75,92,9.2,outstanding,problematic,problematic,2022-07-22 10:51:29.985550
292,293,0.38,0.87,0.81,0.0029,1.0,80386888,26,7,27,42,100,20,55,40,53,17,weak,problematic,weak,problematic,False,problematic,True,problematic,high,False,True,True,False,Monthly,Daily,False,False,True,Yearly,100,1.0,1.08,6.75,100,10.0,high,problematic,high,2022-07-22 10:51:29.985550
293,294,0.13,0.19,0.45,0.0022,0.16,89098634,71,16,63,61,16,55,23,31,79,95,problematic,weak,problematic,weak,False,weak,True,medium,weak,False,False,True,True,Weekly,Once,False,False,True,Monthly,16,0.16,2.52,15.75,16,1.6,outstanding,medium,weak,2022-07-22 10:51:29.985550
294,295,0.92,0.56,0.5,0.0027,0.17,59613905,59,89,16,35,17,61,68,40,60,36,weak,medium,high,medium,True,medium,True,problematic,problematic,False,False,True,True,Yearly,Often,False,True,True,Monthly,17,0.17,0.64,4.0,17,1.7,outstanding,problematic,problematic,2022-07-22 10:51:29.985550
295,296,0.1,0.06,0.01,0.0066,0.69,49280034,30,96,13,73,69,27,63,42,11,15,weak,weak,high,weak,True,weak,False,outstanding,high,False,True,True,True,Once,Often,True,False,True,Daily,69,0.69,0.52,3.25,69,6.9,problematic,outstanding,high,2022-07-22 10:51:29.985550
296,297,0.45,0.19,0.57,0.0019,0.37,73508475,76,93,96,100,37,92,39,23,62,29,weak,high,weak,high,True,high,False,problematic,problematic,True,False,False,True,Monthly,Daily,False,False,True,Often,37,0.37,3.84,24.0,37,3.7,problematic,problematic,problematic,2022-07-22 10:51:29.985550
297,298,0.09,0.6,0.18,0.0069999999999999,0.26,31762208,24,98,73,21,26,81,15,51,90,90,outstanding,problematic,problematic,problematic,False,problematic,False,outstanding,problematic,True,False,True,False,Daily,Once,True,False,False,Daily,26,0.26,2.92,18.25,26,2.6,problematic,outstanding,problematic,2022-07-22 10:51:29.985550
298,299,0.87,0.69,0.09,0.0046999999999999,0.8,25676051,57,5,13,86,80,72,7,15,40,28,outstanding,high,problematic,high,True,high,False,outstanding,outstanding,False,True,True,True,Weekly,Monthly,True,False,False,Never,80,0.8,0.52,3.25,80,8.0,problematic,outstanding,outstanding,2022-07-22 10:51:29.985550
299,300,0.04,0.23,0.91,0.0055,0.13,51142640,44,66,50,2,13,13,58,89,54,72,high,outstanding,high,outstanding,True,outstanding,True,problematic,medium,True,False,True,True,Monthly,Yearly,True,True,False,Never,13,0.13,2.0,12.5,13,1.3,problematic,problematic,medium,2022-07-22 10:51:29.985550
300,301,0.35,0.11,0.61,0.0011,0.24,97188490,56,83,40,1,24,44,59,39,9,4,outstanding,outstanding,medium,outstanding,True,outstanding,True,problematic,problematic,True,True,False,True,Daily,Seldom,True,True,False,Weekly,24,0.24,1.6,10.0,24,2.4,problematic,problematic,problematic,2022-07-22 10:51:29.985550
301,302,0.66,0.71,1.0,0.0029,0.85,50749929,80,41,96,70,85,80,29,99,60,18,high,weak,problematic,weak,False,weak,False,problematic,medium,True,True,True,True,Often,Yearly,False,False,True,Monthly,85,0.85,3.84,24.0,85,8.5,outstanding,problematic,medium,2022-07-22 10:51:29.985550
302,303,0.5,0.44,0.77,0.0086,0.26,82955525,66,36,76,82,26,1,55,69,97,56,high,outstanding,weak,outstanding,True,outstanding,False,weak,outstanding,True,True,False,True,Once,Daily,False,False,True,Seldom,26,0.26,3.04,19.0,26,2.6,weak,weak,outstanding,2022-07-22 10:51:29.985550
303,304,0.27,0.64,0.2,0.0078,0.94,69574658,56,27,85,53,94,68,1,33,56,40,high,medium,problematic,medium,False,medium,True,medium,problematic,False,False,True,True,Daily,Daily,False,False,True,Monthly,94,0.94,3.4,21.25,94,9.4,outstanding,medium,problematic,2022-07-22 10:51:29.985550
304,305,0.03,0.8,0.09,0.0064,0.34,53951134,82,21,19,89,34,2,96,66,35,85,medium,outstanding,problematic,outstanding,False,outstanding,False,problematic,problematic,True,True,False,False,Monthly,Never,True,False,True,Seldom,34,0.34,0.76,4.75,34,3.4,weak,problematic,problematic,2022-07-22 10:51:29.985550
305,306,0.11,0.22,0.62,0.0077,0.25,55260705,69,28,1,18,25,52,19,92,9,40,weak,problematic,problematic,problematic,True,problematic,False,problematic,outstanding,True,False,True,True,Monthly,Weekly,False,False,True,Daily,25,0.25,0.04,0.25,25,2.5,problematic,problematic,outstanding,2022-07-22 10:51:29.985550
306,307,0.99,0.43,0.36,0.0017,0.23,78058726,75,34,9,7,23,57,31,87,9,57,medium,medium,high,medium,False,medium,True,problematic,weak,True,False,True,False,Often,Yearly,True,False,True,Weekly,23,0.23,0.36,2.25,23,2.3,problematic,problematic,weak,2022-07-22 10:51:29.985550
307,308,0.04,0.26,0.09,0.0002,0.83,95522040,78,33,23,27,83,25,23,88,95,59,high,medium,weak,medium,True,medium,False,weak,problematic,True,True,True,True,Yearly,Yearly,True,True,True,Monthly,83,0.83,0.92,5.75,83,8.3,outstanding,weak,problematic,2022-07-22 10:51:29.985550
308,309,0.42,0.02,0.05,0.0025,0.95,16625446,16,7,81,36,95,90,95,27,16,27,problematic,problematic,high,problematic,True,problematic,False,outstanding,medium,False,True,True,False,Yearly,Daily,True,False,False,Often,95,0.95,3.24,20.25,95,9.5,problematic,outstanding,medium,2022-07-22 10:51:29.985550
309,310,1.0,0.63,0.65,0.0008,0.35,93055636,83,37,51,71,35,28,67,12,46,49,outstanding,problematic,high,problematic,False,problematic,False,problematic,problematic,False,True,False,False,Monthly,Never,False,True,False,Daily,35,0.35,2.04,12.75,35,3.5,problematic,problematic,problematic,2022-07-22 10:51:29.985550
310,311,0.64,0.2,0.7,0.0015,0.75,21648630,55,8,79,5,75,21,73,9,17,91,outstanding,weak,medium,weak,True,weak,True,problematic,outstanding,False,True,True,False,Daily,Daily,False,True,True,Seldom,75,0.75,3.16,19.75,75,7.5,weak,problematic,outstanding,2022-07-22 10:51:29.985550
311,312,0.59,0.65,0.79,0.0046,0.8,63008415,22,65,72,24,80,98,17,70,57,30,high,problematic,problematic,problematic,False,problematic,True,medium,problematic,False,True,True,True,Daily,Monthly,False,False,True,Weekly,80,0.8,2.88,18.0,80,8.0,problematic,medium,problematic,2022-07-22 10:51:29.985550
312,313,0.67,0.12,0.6,0.0092,0.97,44831897,43,87,55,91,97,81,59,97,14,51,high,medium,weak,medium,False,medium,False,outstanding,problematic,False,False,False,False,Yearly,Often,True,True,True,Never,97,0.97,2.2,13.75,97,9.7,problematic,outstanding,problematic,2022-07-22 10:51:29.985550
313,314,0.87,0.15,0.53,0.0009,0.99,10513712,23,42,51,89,99,43,59,88,66,28,outstanding,medium,outstanding,medium,False,medium,True,outstanding,problematic,False,True,True,False,Yearly,Often,True,True,False,Monthly,99,0.99,2.04,12.75,99,9.9,outstanding,outstanding,problematic,2022-07-22 10:51:29.985550
314,315,0.38,0.24,0.59,0.0056,0.49,880515,16,96,20,41,49,58,3,36,21,46,high,problematic,problematic,problematic,True,problematic,True,problematic,weak,True,False,False,False,Weekly,Never,True,False,False,Seldom,49,0.49,0.8,5.0,49,4.9,weak,problematic,weak,2022-07-22 10:51:29.985550
315,316,0.1,0.25,0.49,0.0098999999999999,0.42,66210090,61,18,88,8,42,37,100,9,15,9,medium,medium,problematic,medium,True,medium,True,high,problematic,False,True,False,False,Seldom,Daily,False,False,False,Weekly,42,0.42,3.52,22.0,42,4.2,problematic,high,problematic,2022-07-22 10:51:29.985550
316,317,0.41,0.08,0.29,0.0076,0.47,13955298,74,88,95,40,47,4,50,32,49,55,high,weak,weak,weak,False,weak,False,outstanding,problematic,True,True,False,True,Once,Yearly,True,True,False,Daily,47,0.47,3.8,23.75,47,4.7,problematic,outstanding,problematic,2022-07-22 10:51:29.985550
317,318,0.52,0.89,0.72,0.002,0.28,38940623,44,68,60,30,28,96,7,30,43,4,weak,outstanding,high,outstanding,True,outstanding,True,weak,problematic,True,True,False,False,Monthly,Yearly,False,True,True,Seldom,28,0.28,2.4,15.0,28,2.8,weak,weak,problematic,2022-07-22 10:51:29.985550
318,319,0.56,0.51,0.62,0.0087,0.58,12272529,10,8,91,34,58,15,99,12,43,96,outstanding,high,medium,high,False,high,True,problematic,problematic,True,True,False,True,Monthly,Seldom,True,True,False,Seldom,58,0.58,3.64,22.75,58,5.8,weak,problematic,problematic,2022-07-22 10:51:29.985550
319,320,0.86,0.28,0.46,0.0046999999999999,0.89,4016466,92,50,45,51,89,34,48,80,7,86,high,high,medium,high,False,high,True,problematic,weak,False,False,False,True,Seldom,Daily,True,True,True,Seldom,89,0.89,1.8,11.25,89,8.9,weak,problematic,weak,2022-07-22 10:51:29.985550
320,321,0.66,0.74,0.22,0.0064,0.68,31310122,44,21,4,91,68,79,12,41,13,91,medium,weak,problematic,weak,True,weak,False,high,problematic,False,False,True,True,Never,Yearly,True,False,True,Never,68,0.68,0.16,1.0,68,6.8,problematic,high,problematic,2022-07-22 10:51:29.985550
321,322,0.41,0.22,0.02,0.005,0.86,40274797,43,76,8,80,86,37,96,63,94,50,outstanding,weak,weak,weak,True,weak,False,outstanding,outstanding,False,False,True,True,Weekly,Monthly,False,False,True,Weekly,86,0.86,0.32,2.0,86,8.6,problematic,outstanding,outstanding,2022-07-22 10:51:29.985550
322,323,0.95,0.13,0.57,0.0058,0.71,20097744,31,2,53,62,71,98,18,100,13,38,weak,medium,high,medium,True,medium,False,problematic,medium,False,True,False,False,Yearly,Yearly,False,True,True,Yearly,71,0.71,2.12,13.25,71,7.1,high,problematic,medium,2022-07-22 10:51:29.985550
323,324,0.27,0.98,0.89,0.0051,0.81,9431155,98,71,74,93,81,60,99,33,83,16,problematic,high,medium,high,True,high,False,medium,problematic,False,True,True,False,Weekly,Yearly,True,False,False,Daily,81,0.81,2.96,18.5,81,8.1,problematic,medium,problematic,2022-07-22 10:51:29.985550
324,325,0.37,0.64,0.69,0.0002,0.06,70027051,85,42,81,17,6,99,59,41,83,80,medium,problematic,weak,problematic,True,problematic,False,weak,weak,True,True,True,True,Seldom,Daily,True,True,False,Monthly,6,0.06,3.24,20.25,6,0.6,outstanding,weak,weak,2022-07-22 10:51:29.985550
325,326,0.98,0.54,0.42,0.01,0.19,97847581,78,51,17,99,19,44,51,20,87,22,medium,medium,weak,medium,False,medium,False,weak,problematic,True,False,False,True,Monthly,Daily,True,True,False,Once,19,0.19,0.68,4.25,19,1.9,problematic,weak,problematic,2022-07-22 10:51:29.985550
326,327,0.22,0.42,0.67,0.0045,0.41,67298726,74,3,38,75,41,72,62,15,74,22,high,high,high,high,True,high,True,problematic,problematic,True,False,True,True,Yearly,Daily,True,True,False,Daily,41,0.41,1.52,9.5,41,4.1,problematic,problematic,problematic,2022-07-22 10:51:29.985550
327,328,0.59,1.0,0.12,0.0015,0.07,59075748,71,94,63,53,7,57,11,17,72,19,weak,weak,high,weak,True,weak,True,outstanding,high,True,True,False,True,Never,Monthly,False,False,True,Monthly,7,0.07,2.52,15.75,7,0.7,outstanding,outstanding,high,2022-07-22 10:51:29.985550
