supplier_id,sales_growth,profit_margin,normalised_ebita_margin,net_profit_margin,net_worth,working_capital,receivable_day,inventory_days,payable_days,cash_equivalents,current_liabilities,total_debts,net_income,cashflow_stability,is_client_on_CRB,statements_status,economic_sensitivity,capital_intensity,utilization_capacity,market_growth,is_litigation_issues,how_regulated,is_there_competition,how_competitive,how_mature,is_industry_performing,is_industry_risky,are_there_structures,is_business_technical,how_technical,how_managed,is_it_one_man_show,is_there_controls,has_experience,times_supplied_before
160,76,63,95,9,34,59362888,49,50,58,53,82,5,62,74,16,71,83,34,22,5,true,false,true,Often,Once,true,false,false,true,Often,Daily,false,false,false,Daily
161,100,87,45,6,93,29771600,90,3,97,38,66,99,5,49,78,38,61,25,53,29,false,true,false,Monthly,Often,true,false,true,false,Seldom,Often,true,true,true,Once
162,41,47,90,83,14,89227006,47,45,78,84,3,62,51,99,79,6,24,12,35,62,true,false,false,Seldom,Yearly,false,true,false,false,Daily,Often,false,false,false,Seldom
163,63,38,6,37,44,18260188,37,38,38,56,22,40,67,36,45,17,6,90,86,79,true,true,false,Daily,Daily,false,false,false,false,Never,Monthly,false,false,false,Daily
164,3,45,62,57,34,37252780,98,88,69,77,32,4,72,53,57,95,84,50,76,32,true,true,false,Seldom,Once,true,true,false,false,Yearly,Seldom,false,false,true,Weekly
165,34,84,64,78,23,28337657,33,42,67,9,81,49,32,94,10,77,77,62,87,97,false,true,false,Daily,Daily,false,true,false,true,Once,Monthly,false,false,true,Daily
166,93,56,29,83,52,87882787,29,1,41,35,82,75,1,90,79,83,37,43,46,60,false,false,false,Once,Monthly,true,true,true,false,Seldom,Often,true,false,true,Weekly
167,44,82,100,43,81,70799449,44,40,20,62,80,59,96,63,74,85,51,23,67,82,true,false,false,Daily,Daily,true,true,false,false,Never,Often,false,true,true,Often
168,83,32,14,16,76,90390842,9,62,10,77,36,12,25,61,57,94,39,37,38,66,true,true,true,Yearly,Often,true,false,false,false,Weekly,Often,false,false,true,Monthly
169,41,11,19,94,43,91411999,15,65,41,68,52,67,82,83,46,92,89,90,64,82,true,false,false,Daily,Often,false,false,true,true,Monthly,Monthly,false,true,true,Never
170,47,4,55,60,78,31692671,22,35,46,14,28,73,59,7,49,39,88,76,27,89,true,true,false,Weekly,Daily,true,true,true,true,Once,Monthly,true,false,true,Yearly
171,72,53,38,75,16,50605312,40,31,58,62,56,93,12,40,60,76,23,17,17,8,false,true,false,Monthly,Weekly,false,true,true,true,Often,Monthly,false,false,true,Daily
172,73,21,92,54,25,70808730,73,48,85,63,82,22,34,84,96,61,31,70,44,93,false,true,false,Never,Monthly,true,true,true,false,Often,Weekly,true,true,true,Seldom
173,53,88,38,6,93,87492634,44,32,40,3,96,65,85,25,48,73,55,54,48,5,false,false,true,Monthly,Yearly,true,false,true,false,Once,Daily,false,false,false,Once
174,19,74,93,79,81,81409469,92,18,71,13,25,17,69,15,74,89,99,69,53,32,false,false,false,Weekly,Seldom,true,true,true,true,Weekly,Never,false,true,true,Monthly
175,53,85,74,6,28,41096902,73,95,81,12,55,28,39,19,64,41,58,2,36,5,true,true,false,Weekly,Often,false,true,true,true,Daily,Once,true,true,true,Daily
176,8,85,90,37,34,86763675,85,14,16,40,50,53,89,9,50,21,73,22,85,52,false,false,true,Seldom,Monthly,true,true,true,true,Yearly,Once,true,false,false,Seldom
177,30,26,19,99,54,4947368,95,49,64,36,39,23,93,36,87,7,32,100,27,67,false,true,false,Monthly,Never,false,false,true,true,Seldom,Once,false,true,true,Weekly
178,91,99,96,84,100,21628022,52,81,59,82,75,57,47,29,12,4,52,56,43,57,true,false,true,Daily,Seldom,true,false,true,true,Never,Often,true,false,false,Monthly
179,17,55,32,49,24,68409947,31,7,57,53,49,60,32,29,46,13,13,36,73,49,true,false,true,Weekly,Often,true,false,false,false,Yearly,Yearly,false,true,false,Never
180,87,18,99,38,87,62784825,38,67,30,56,16,18,72,73,55,97,76,26,70,85,true,false,false,Often,Weekly,false,false,true,true,Daily,Never,false,true,false,Once
181,66,77,55,88,94,76802575,45,84,17,2,90,19,69,47,46,100,46,68,81,99,true,true,false,Never,Weekly,true,false,false,true,Once,Weekly,true,false,false,Once
182,57,33,96,11,80,66553025,56,82,8,80,36,13,73,86,53,41,63,49,53,21,false,false,false,Once,Yearly,false,false,false,false,Monthly,Monthly,false,true,false,Often
183,8,91,20,8,24,34553716,12,36,44,57,23,9,63,14,78,28,81,23,21,90,true,true,true,Once,Daily,false,true,false,true,Daily,Never,true,false,false,Often
184,9,25,28,61,33,96353148,24,11,40,28,100,18,65,97,4,28,44,35,74,31,true,false,false,Once,Monthly,true,true,false,true,Yearly,Once,true,false,false,Often
185,45,21,54,71,67,66642744,74,33,34,2,57,25,91,33,57,46,59,76,91,52,true,true,true,Yearly,Weekly,false,false,false,true,Yearly,Yearly,false,false,true,Daily
186,81,70,36,86,38,86471333,100,51,34,50,49,64,15,75,48,23,23,84,40,20,false,true,true,Never,Once,true,false,true,true,Monthly,Seldom,false,false,false,Monthly
187,85,93,34,99,98,85668897,47,71,58,58,89,40,85,12,48,37,2,22,68,97,false,true,true,Once,Once,true,true,false,true,Often,Yearly,true,false,true,Seldom
188,28,74,81,56,31,58414561,70,54,3,54,73,70,73,14,53,29,26,48,91,99,false,true,true,Daily,Once,false,true,false,false,Yearly,Seldom,false,false,true,Once
189,17,37,98,26,14,41531553,37,64,1,38,83,26,58,33,42,7,22,88,84,78,true,false,true,Often,Seldom,false,false,true,false,Never,Monthly,true,false,false,Never
190,94,85,81,32,49,81045185,83,100,25,78,96,89,19,43,98,37,47,90,62,52,true,false,false,Monthly,Weekly,false,true,true,false,Weekly,Weekly,false,false,true,Daily
191,25,48,66,7,43,60477772,85,93,59,54,16,23,29,53,25,31,31,34,27,91,true,true,false,Yearly,Once,false,false,true,false,Never,Often,false,false,false,Never
192,39,65,99,3,94,99692596,81,77,66,8,10,98,64,64,55,25,79,53,10,36,true,false,true,Daily,Once,true,false,true,false,Seldom,Never,true,false,true,Weekly
193,12,77,96,53,70,73285143,1,16,20,98,53,72,76,32,79,6,23,63,80,33,true,true,false,Seldom,Daily,true,false,true,false,Often,Never,false,true,false,Never
194,69,84,42,97,63,60808709,63,23,70,12,44,99,41,67,97,99,56,65,4,19,false,true,true,Never,Seldom,true,true,false,false,Daily,Seldom,false,true,true,Seldom
195,3,33,37,78,46,38648713,37,72,8,67,27,50,15,84,78,39,76,2,80,98,false,true,false,Yearly,Seldom,true,false,false,false,Daily,Monthly,false,false,true,Monthly
196,54,21,14,40,99,6680319,52,94,97,59,93,42,6,70,9,78,74,52,4,94,false,false,true,Weekly,Often,false,true,false,true,Yearly,Seldom,true,false,false,Often
197,76,11,50,40,86,52806525,12,44,81,42,50,13,6,80,38,79,63,95,47,78,false,false,true,Yearly,Seldom,false,true,true,true,Seldom,Seldom,false,true,false,Seldom
198,99,100,97,97,48,9733293,45,45,50,75,21,11,57,49,66,82,41,68,88,79,true,false,true,Seldom,Daily,false,true,false,true,Yearly,Daily,false,false,false,Daily
199,28,92,55,60,57,29468559,77,8,87,32,73,63,79,58,30,81,81,46,75,29,false,false,true,Never,Monthly,false,true,true,false,Seldom,Never,true,false,false,Once
200,6,91,40,86,94,90074140,88,43,4,81,76,38,3,15,43,85,44,75,22,32,false,true,true,Seldom,Once,false,true,false,false,Monthly,Daily,true,true,true,Never
201,5,98,44,32,49,96515047,80,48,2,8,10,92,41,11,71,85,87,55,80,56,true,false,true,Weekly,Monthly,true,false,true,true,Weekly,Often,false,true,false,Once
202,14,60,4,77,29,72954996,89,41,28,98,30,71,100,92,2,54,79,7,51,99,false,true,true,Often,Seldom,false,false,true,true,Monthly,Seldom,true,false,false,Often
203,68,76,82,67,6,31505435,33,92,60,91,49,41,83,61,17,13,87,34,17,96,true,false,true,Weekly,Weekly,false,false,false,true,Never,Often,false,true,true,Yearly
204,48,9,47,88,18,98595508,46,43,37,5,95,15,87,98,68,46,86,26,18,85,true,false,false,Never,Never,true,true,true,false,Daily,Never,true,false,false,Monthly
205,96,36,64,87,38,38770159,51,71,16,89,14,22,23,99,84,41,16,47,40,33,false,true,true,Monthly,Seldom,false,true,true,false,Daily,Seldom,false,true,false,Yearly
206,89,36,75,87,27,7980079,66,62,84,20,59,67,39,63,53,17,89,30,67,66,false,true,false,Weekly,Never,false,false,true,false,Yearly,Weekly,false,true,true,Yearly
207,15,78,21,99,92,6083830,53,80,37,83,51,17,64,60,61,59,67,20,85,49,true,true,true,Yearly,Seldom,false,true,false,true,Monthly,Once,true,true,false,Often
208,65,2,72,53,45,78011241,6,61,18,49,76,28,77,85,74,19,67,31,30,72,false,false,false,Daily,Often,true,true,false,true,Once,Daily,true,false,true,Seldom
209,83,76,7,85,61,23805589,43,44,97,48,8,1,49,37,64,99,52,30,88,3,false,false,true,Weekly,Never,true,true,false,false,Daily,Seldom,false,true,true,Seldom
210,56,5,51,47,32,73179475,14,2,51,45,39,25,89,85,74,23,67,65,69,64,false,false,true,Weekly,Never,false,false,false,true,Monthly,Daily,false,false,true,Yearly
211,59,90,77,42,38,9063544,20,52,60,67,34,83,39,80,47,23,51,73,12,25,false,true,false,Never,Once,true,false,false,true,Seldom,Daily,false,false,false,Monthly
212,24,95,37,88,38,23145312,18,82,75,55,77,39,71,47,1,23,59,73,49,88,false,true,true,Monthly,Yearly,true,false,true,false,Seldom,Yearly,true,true,false,Yearly
213,42,5,26,52,85,54596489,50,76,17,57,96,56,82,91,76,35,90,87,38,58,false,false,true,Often,Never,false,false,false,true,Often,Once,true,false,false,Monthly
214,76,39,9,83,73,66721255,66,7,41,91,55,25,97,14,76,57,15,2,97,98,true,true,true,Yearly,Daily,true,true,false,true,Once,Monthly,false,false,true,Seldom
215,45,93,98,79,78,62847876,77,90,97,4,23,43,93,62,58,40,51,60,19,42,false,true,false,Often,Yearly,false,false,false,false,Never,Daily,true,true,true,Monthly
216,28,92,86,50,40,59444970,7,28,84,99,91,93,47,5,25,61,46,54,17,89,false,true,false,Monthly,Seldom,true,true,false,false,Never,Weekly,false,true,false,Yearly
217,100,57,26,62,49,60493662,92,91,76,54,99,97,23,82,56,29,21,96,60,11,false,false,false,Monthly,Seldom,true,false,true,true,Seldom,Weekly,false,false,true,Yearly
218,50,60,74,12,49,73328659,75,33,37,82,100,51,21,71,64,79,19,24,8,5,false,false,true,Seldom,Yearly,false,false,true,true,Once,Daily,true,false,true,Never
219,53,60,40,26,85,6592856,4,86,100,1,69,66,20,88,34,26,28,76,13,41,true,true,false,Never,Weekly,false,true,true,false,Weekly,Seldom,false,false,false,Seldom
220,37,36,85,59,84,35602506,28,70,67,91,65,64,93,24,10,12,86,14,22,37,true,false,true,Seldom,Weekly,true,false,true,false,Weekly,Daily,true,true,true,Once
221,16,16,37,79,22,48940446,8,58,26,59,28,93,2,46,10,2,57,10,21,59,false,false,false,Once,Seldom,false,false,true,false,Often,Seldom,false,true,false,Once
222,7,57,32,99,46,29587361,18,60,18,18,86,51,63,61,77,16,50,77,17,98,true,true,false,Monthly,Once,true,true,true,false,Weekly,Daily,true,false,false,Seldom
223,22,52,21,40,84,37665539,42,48,8,12,54,67,49,58,19,35,50,39,50,77,false,false,false,Monthly,Yearly,true,true,true,false,Once,Yearly,true,false,true,Monthly
224,77,43,47,67,14,90787632,91,96,29,98,14,58,32,28,79,81,47,74,32,57,false,true,false,Daily,Never,false,false,true,false,Seldom,Weekly,false,true,false,Often
225,32,10,40,24,13,98497836,56,24,88,91,43,55,31,62,26,57,23,100,81,43,true,true,false,Monthly,Never,false,false,false,true,Once,Never,false,false,true,Once
226,55,25,6,99,9,86588088,51,40,68,35,51,80,98,41,12,96,47,5,17,51,true,false,true,Never,Yearly,false,true,true,false,Once,Once,true,false,false,Daily
227,19,70,81,74,85,1177724,4,51,32,84,35,9,61,6,87,70,18,28,77,46,true,true,false,Weekly,Never,true,false,false,true,Monthly,Never,false,false,true,Yearly
228,1,70,78,52,20,35934707,53,50,33,31,77,32,97,1,25,62,80,25,31,5,true,true,false,Never,Yearly,false,false,true,false,Once,Yearly,false,false,false,Never
229,87,77,31,42,40,87981349,21,76,67,23,94,27,43,61,42,80,89,37,84,61,false,true,true,Weekly,Daily,false,true,true,true,Once,Daily,false,true,false,Monthly
230,78,15,100,55,82,95053935,48,95,100,33,7,65,56,75,29,15,46,77,70,75,true,false,true,Often,Seldom,true,false,true,true,Weekly,Once,false,true,true,Yearly
231,99,10,48,28,45,25583255,68,55,83,66,52,15,42,82,36,61,58,56,30,2,false,false,false,Seldom,Monthly,false,true,true,false,Monthly,Yearly,true,false,false,Never
232,16,69,63,33,46,69510698,18,87,3,98,5,42,35,42,41,58,38,38,55,32,false,true,true,Yearly,Often,true,false,false,false,Monthly,Yearly,true,true,true,Once
233,16,16,97,40,94,14160185,58,63,33,16,91,27,34,41,27,30,82,61,91,27,true,true,false,Weekly,Yearly,true,true,true,true,Once,Monthly,true,false,false,Often
234,97,82,41,64,43,90964525,82,81,70,67,90,47,60,52,26,81,23,62,6,36,false,true,true,Once,Often,true,true,false,false,Seldom,Never,false,true,false,Seldom
235,96,88,71,41,75,5441969,89,28,70,23,39,67,75,64,5,44,94,70,59,35,false,false,true,Yearly,Monthly,false,false,false,false,Monthly,Never,true,true,false,Never
236,84,27,53,7,89,83631164,65,50,5,37,58,86,75,42,30,74,87,84,54,4,true,true,true,Often,Once,true,true,false,false,Seldom,Monthly,true,false,true,Monthly
237,38,66,18,1,46,86457523,97,52,100,87,67,49,88,17,92,29,76,40,16,61,true,false,false,Never,Once,false,true,false,true,Yearly,Daily,true,true,false,Daily
238,36,50,34,30,18,9808736,44,68,56,79,6,66,24,58,76,44,87,76,68,56,true,false,false,Never,Daily,true,true,false,false,Never,Weekly,false,true,true,Seldom
239,67,51,90,83,47,57136405,21,6,46,53,11,82,12,74,94,90,81,98,74,38,true,true,false,Monthly,Daily,true,true,false,false,Weekly,Monthly,true,true,false,Weekly
240,7,86,9,21,52,17466444,35,41,13,92,20,37,28,94,84,9,46,82,78,94,true,false,true,Never,Often,true,true,false,false,Yearly,Seldom,true,true,false,Yearly
241,83,50,11,63,23,41003668,93,77,18,15,72,24,69,75,46,7,93,80,49,24,true,false,true,Yearly,Weekly,false,false,true,false,Monthly,Never,false,false,false,Never
242,1,38,90,21,92,46065090,81,89,30,65,34,97,19,88,30,53,45,73,20,42,false,true,true,Daily,Daily,false,true,false,true,Monthly,Yearly,true,true,false,Daily
243,40,6,44,63,48,39583077,31,35,7,93,51,37,30,80,21,38,98,34,80,17,true,true,false,Once,Yearly,false,false,false,true,Monthly,Once,false,false,true,Daily
244,97,94,35,42,76,44176310,4,51,78,38,95,69,31,64,29,1,85,42,91,80,true,false,true,Daily,Never,false,false,false,true,Once,Weekly,true,true,false,Often
245,70,71,32,15,42,62993391,89,36,99,65,36,33,46,36,76,19,98,54,36,49,true,false,false,Weekly,Once,false,true,false,false,Daily,Often,false,false,false,Once
246,43,23,40,58,75,38637465,30,47,8,15,86,9,83,57,51,24,59,68,69,70,true,false,true,Monthly,Seldom,true,true,false,true,Daily,Never,true,false,true,Never
247,33,27,91,21,97,46993676,49,28,29,33,23,20,33,22,62,87,26,92,51,56,false,true,true,Yearly,Yearly,false,false,false,true,Yearly,Daily,false,true,false,Yearly
248,100,39,47,4,35,17774387,33,75,43,41,92,1,81,49,57,98,48,45,49,83,false,false,false,Often,Weekly,true,false,true,true,Never,Seldom,true,true,true,Often
249,46,46,73,42,19,25754736,59,1,11,88,80,57,69,11,5,89,20,26,99,10,true,false,true,Once,Seldom,true,false,true,true,Monthly,Never,true,false,false,Weekly
250,57,22,37,35,33,67991415,69,29,80,84,97,13,67,7,48,85,13,29,89,26,false,true,false,Yearly,Monthly,true,false,false,false,Monthly,Seldom,true,false,false,Yearly
251,4,39,2,52,29,32751689,25,30,88,58,57,72,93,72,28,22,28,90,67,75,false,false,true,Never,Once,true,false,false,true,Never,Weekly,true,false,true,Yearly
252,81,92,58,2,63,36033163,35,9,40,3,83,10,78,54,78,2,32,30,75,94,true,true,true,Weekly,Weekly,false,true,false,true,Often,Yearly,true,false,false,Often
253,6,57,71,84,92,26625407,45,13,83,84,80,28,80,28,38,99,22,56,47,80,true,true,false,Often,Once,false,false,false,false,Yearly,Daily,false,false,false,Weekly
254,4,17,69,69,53,13703959,55,88,31,13,7,48,15,15,36,62,69,28,39,44,true,false,true,Monthly,Yearly,true,false,false,false,Daily,Yearly,true,false,false,Weekly
255,59,91,33,40,91,57656377,18,28,2,31,35,99,19,24,91,76,11,15,2,88,true,false,false,Monthly,Yearly,true,false,false,true,Daily,Weekly,true,false,true,Once
256,93,38,53,20,35,50459999,52,10,67,32,80,23,12,28,1,17,37,28,85,81,true,true,false,Weekly,Once,true,true,false,false,Monthly,Yearly,false,false,false,Never
257,95,99,8,19,67,99737077,80,31,61,56,12,64,36,66,12,25,93,81,5,34,false,true,true,Yearly,Never,true,false,false,true,Weekly,Yearly,false,true,false,Often
258,82,12,22,99,75,87382368,38,61,73,37,2,31,86,77,94,63,70,81,1,37,false,true,false,Yearly,Daily,false,true,true,true,Often,Weekly,true,true,true,Weekly
259,96,60,2,13,68,62017904,28,70,78,5,58,45,71,80,100,31,16,41,51,71,true,false,false,Never,Seldom,false,true,true,false,Daily,Yearly,true,false,false,Once
260,80,79,53,81,34,58289449,17,64,26,1,51,73,24,11,44,81,42,61,41,70,true,true,true,Yearly,Monthly,false,true,true,true,Weekly,Often,true,false,false,Once
261,84,91,14,8,54,77872415,7,5,55,100,20,45,74,55,99,75,41,87,50,65,true,true,true,Weekly,Never,false,true,false,false,Often,Yearly,false,false,true,Seldom
262,26,20,26,92,2,74874571,9,77,43,66,9,38,23,8,44,6,9,43,4,96,false,true,false,Once,Never,true,false,true,false,Yearly,Often,false,false,false,Often
263,15,67,61,28,21,56511325,43,64,7,88,21,34,73,5,87,45,74,41,97,39,true,false,false,Weekly,Daily,true,false,false,false,Weekly,Once,true,true,false,Often
264,34,35,12,58,70,68588061,3,25,49,81,78,17,76,56,7,69,55,89,24,12,true,true,false,Monthly,Never,true,true,false,false,Daily,Daily,false,false,false,Often
265,34,13,20,49,56,48463295,74,71,84,7,12,53,3,83,66,9,58,54,16,46,true,false,true,Weekly,Daily,true,false,false,true,Seldom,Weekly,true,false,false,Never
266,70,88,29,37,67,79798189,54,91,26,45,69,46,23,92,96,53,38,22,65,30,true,true,true,Daily,Often,false,true,true,false,Once,Often,false,false,false,Never
267,22,9,100,41,85,65545329,7,78,41,76,89,40,26,23,93,34,2,38,69,1,false,true,false,Yearly,Daily,true,false,false,true,Seldom,Yearly,false,false,false,Often
268,85,10,63,26,79,73440914,5,85,93,53,80,1,13,49,31,64,40,37,54,39,false,false,false,Weekly,Often,false,true,false,false,Daily,Yearly,false,true,false,Yearly
269,88,34,61,37,83,14991546,79,97,72,42,51,63,27,42,79,31,30,96,32,81,true,true,true,Monthly,Seldom,false,false,false,true,Seldom,Monthly,true,true,false,Yearly
270,18,86,59,7,38,56746868,66,51,65,29,47,4,76,89,84,14,44,18,21,76,false,false,true,Never,Never,false,false,false,false,Monthly,Weekly,true,false,true,Often
271,6,28,25,64,59,70527981,4,100,22,48,66,30,14,86,17,100,10,51,26,24,false,false,true,Once,Seldom,false,false,true,false,Seldom,Yearly,true,false,true,Often
272,1,68,76,27,11,38580453,75,17,47,43,74,77,49,48,21,91,76,82,84,90,true,true,true,Never,Weekly,true,false,false,false,Often,Never,false,true,false,Often
273,41,42,79,77,34,78281500,6,67,3,44,89,95,89,39,6,21,91,55,1,52,true,true,false,Daily,Yearly,true,true,false,true,Monthly,Yearly,true,false,false,Weekly
274,6,57,75,61,70,3014268,59,36,89,44,86,28,99,61,44,76,71,76,68,62,true,true,false,Yearly,Never,true,true,false,false,Seldom,Monthly,true,false,true,Often
275,97,22,90,46,14,12712971,39,14,50,9,73,25,8,36,35,20,53,39,32,36,false,false,false,Weekly,Never,true,true,false,false,Monthly,Weekly,false,true,true,Seldom
276,63,79,47,19,15,73116442,93,47,52,67,26,48,9,51,9,27,2,84,55,64,true,true,true,Once,Weekly,true,false,false,false,Seldom,Weekly,true,false,false,Once
277,21,23,68,90,94,23718162,99,68,26,70,10,50,36,25,98,34,70,68,59,80,true,true,false,Monthly,Once,true,true,true,true,Daily,Seldom,false,false,false,Monthly
278,5,5,46,79,38,81072234,92,88,93,83,69,86,7,73,52,41,39,51,44,65,false,false,false,Daily,Never,true,true,true,true,Yearly,Yearly,true,false,false,Once
279,58,65,95,35,83,76351365,72,87,56,24,39,48,46,28,82,75,56,74,5,77,false,false,false,Weekly,Often,false,false,false,false,Daily,Often,false,true,true,Weekly
280,99,13,5,77,29,23406086,17,88,63,48,17,72,38,86,99,31,43,76,53,14,true,true,false,Seldom,Never,true,true,true,false,Once,Yearly,false,true,false,Once
281,14,11,90,82,54,8893466,19,83,46,70,82,81,71,70,53,71,15,87,21,63,false,false,false,Monthly,Often,false,false,false,true,Seldom,Once,true,false,true,Monthly
282,38,49,50,91,18,71680196,82,79,31,47,58,83,15,29,97,43,55,95,6,26,false,true,true,Daily,Never,true,true,false,false,Daily,Monthly,false,false,true,Often
283,74,70,9,88,56,98907918,56,20,91,69,35,64,56,12,82,69,56,32,47,69,false,false,true,Weekly,Weekly,false,true,true,false,Often,Monthly,false,false,false,Monthly
284,62,40,62,85,91,5821477,64,49,56,50,59,21,27,3,29,34,42,87,71,52,true,true,false,Seldom,Monthly,true,false,false,true,Yearly,Weekly,true,false,false,Monthly
285,83,73,49,19,2,72046125,58,37,100,9,85,29,63,31,65,82,78,84,56,33,true,true,true,Never,Daily,false,false,true,false,Weekly,Seldom,false,false,true,Once
286,79,83,91,78,49,93570013,41,67,90,25,3,16,45,74,50,51,76,51,68,46,false,true,true,Weekly,Yearly,false,true,false,false,Weekly,Daily,false,true,false,Weekly
287,79,3,13,94,87,66640712,38,100,100,8,3,13,76,95,92,96,38,4,76,21,false,false,false,Weekly,Daily,true,false,false,false,Daily,Often,true,false,false,Once
288,37,95,88,66,95,87804431,5,89,85,63,22,92,18,56,33,54,20,65,83,30,true,false,true,Yearly,Often,true,true,true,false,Often,Often,true,false,true,Monthly
289,47,73,26,46,84,7386774,63,23,30,62,82,21,76,13,60,33,91,76,89,21,false,true,true,Seldom,Daily,false,true,false,true,Never,Never,true,false,true,Once
290,14,72,92,11,60,13760296,51,81,15,24,14,78,69,63,81,76,63,5,16,89,true,true,false,Never,Often,false,true,false,false,Once,Weekly,true,false,false,Yearly
291,77,53,72,56,41,167090,88,95,11,31,11,84,96,72,42,51,50,26,13,29,true,false,false,Once,Monthly,false,false,false,true,Daily,Monthly,true,false,true,Never
292,59,9,89,4,4,83996920,35,59,39,9,92,2,55,82,64,16,44,6,10,55,true,true,false,Seldom,Once,false,false,true,false,Often,Monthly,false,false,false,Monthly
293,38,87,81,29,73,80386888,26,7,27,42,100,20,55,40,53,17,28,4,39,8,false,false,true,Once,Weekly,false,true,true,false,Monthly,Daily,false,false,true,Yearly
294,13,19,45,22,8,89098634,71,16,63,61,16,55,23,31,79,95,2,35,18,27,false,false,true,Often,Monthly,false,false,true,true,Weekly,Once,false,false,true,Monthly
295,92,56,50,27,55,59613905,59,89,16,35,17,61,68,40,60,36,36,2,78,48,true,false,true,Never,Once,false,false,true,true,Yearly,Often,false,true,true,Monthly
296,10,6,1,66,49,49280034,30,96,13,73,69,27,63,42,11,15,32,95,80,36,true,true,false,Daily,Weekly,false,true,true,true,Once,Often,true,false,true,Daily
297,45,19,57,19,64,73508475,76,93,96,100,37,92,39,23,62,29,32,51,32,62,true,true,false,Yearly,Yearly,true,false,false,true,Monthly,Daily,false,false,true,Often
298,9,60,18,70,98,31762208,24,98,73,21,26,81,15,51,90,90,83,26,10,17,false,true,false,Daily,Yearly,true,false,true,false,Daily,Once,true,false,false,Daily
299,87,69,9,47,63,25676051,57,5,13,86,80,72,7,15,40,28,93,57,8,67,true,true,false,Daily,Daily,false,true,true,true,Weekly,Monthly,true,false,false,Never
300,4,23,91,55,75,51142640,44,66,50,2,13,13,58,89,54,72,69,40,63,98,true,false,true,Never,Often,true,false,true,true,Monthly,Yearly,true,true,false,Never
301,35,11,61,11,93,97188490,56,83,40,1,24,44,59,39,9,4,90,59,42,81,true,false,true,Never,Yearly,true,true,false,true,Daily,Seldom,true,true,false,Weekly
302,66,71,100,29,93,50749929,80,41,96,70,85,80,29,99,60,18,61,59,8,37,false,false,false,Yearly,Often,true,true,true,true,Often,Yearly,false,false,true,Monthly
303,50,44,77,86,81,82955525,66,36,76,82,26,1,55,69,97,56,66,91,24,93,true,false,false,Monthly,Daily,true,true,false,true,Once,Daily,false,false,true,Seldom
304,27,64,20,78,52,69574658,56,27,85,53,94,68,1,33,56,40,63,46,14,48,false,true,true,Often,Once,false,false,true,true,Daily,Daily,false,false,true,Monthly
305,3,80,9,64,51,53951134,82,21,19,89,34,2,96,66,35,85,47,52,15,81,false,false,false,Yearly,Seldom,true,true,false,false,Monthly,Never,true,false,true,Seldom
306,11,22,62,77,22,55260705,69,28,1,18,25,52,19,92,9,40,23,82,14,16,true,true,false,Once,Daily,true,false,true,true,Monthly,Weekly,false,false,true,Daily
307,99,43,36,17,88,78058726,75,34,9,7,23,57,31,87,9,57,43,48,66,59,false,false,true,Seldom,Monthly,true,false,true,false,Often,Yearly,true,false,true,Weekly
308,4,26,9,2,76,95522040,78,33,23,27,83,25,23,88,95,59,61,6,28,54,true,true,false,Monthly,Never,true,true,true,true,Yearly,Yearly,true,true,true,Monthly
309,42,2,5,25,18,16625446,16,7,81,36,95,90,95,27,16,27,10,15,78,17,true,false,false,Daily,Often,false,true,true,false,Yearly,Daily,true,false,false,Often
310,100,63,65,8,36,93055636,83,37,51,71,35,28,67,12,46,49,81,5,71,1,false,false,false,Never,Once,false,true,false,false,Monthly,Never,false,true,false,Daily
311,64,20,70,15,87,21648630,55,8,79,5,75,21,73,9,17,91,86,85,44,23,true,true,true,Yearly,Daily,false,true,true,false,Daily,Daily,false,true,true,Seldom
312,59,65,79,46,17,63008415,22,65,72,24,80,98,17,70,57,30,67,53,20,15,false,false,true,Often,Seldom,false,true,true,true,Daily,Monthly,false,false,true,Weekly
313,67,12,60,92,31,44831897,43,87,55,91,97,81,59,97,14,51,76,51,34,51,false,true,false,Daily,Yearly,false,false,false,false,Yearly,Often,true,true,true,Never
314,87,15,53,9,91,10513712,23,42,51,89,99,43,59,88,66,28,99,97,92,56,false,true,true,Daily,Never,false,true,true,false,Yearly,Often,true,true,false,Monthly
315,38,24,59,56,30,880515,16,96,20,41,49,58,3,36,21,46,74,96,18,7,true,true,true,Once,Monthly,true,false,false,false,Weekly,Never,true,false,false,Seldom
316,10,25,49,99,20,66210090,61,18,88,8,42,37,100,9,15,9,45,53,6,41,true,false,true,Weekly,Never,false,true,false,false,Seldom,Daily,false,false,false,Weekly
317,41,8,29,76,29,13955298,74,88,95,40,47,4,50,32,49,55,79,68,32,22,false,true,false,Daily,Never,true,true,false,true,Once,Yearly,true,true,false,Daily
318,52,89,72,20,4,38940623,44,68,60,30,28,96,7,30,43,4,26,29,70,97,true,false,true,Monthly,Seldom,true,true,false,false,Monthly,Yearly,false,true,true,Seldom
319,56,51,62,87,84,12272529,10,8,91,34,58,15,99,12,43,96,87,29,47,78,false,false,true,Seldom,Seldom,true,true,false,true,Monthly,Seldom,true,true,false,Seldom
320,86,28,46,47,65,4016466,92,50,45,51,89,34,48,80,7,86,64,61,57,67,false,true,true,Yearly,Monthly,false,false,false,true,Seldom,Daily,true,true,true,Seldom
321,66,74,22,64,61,31310122,44,21,4,91,68,79,12,41,13,91,53,46,11,33,true,true,false,Weekly,Seldom,false,false,true,true,Never,Yearly,true,false,true,Never
